case_id,semantic_family,length_level,templated_prompt_tokens,corpus_sha256,prompt_sha256,execution_round,execution_position,selection_roles,source_sha256,derivation_id,analysis_code_version,source_evidence_class,derived_evidence_class,protocol,authority_scope
07-algorithms-b3,algorithms / data-structure reasoning,3,227,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,fd2f2bab864632e7165118e2712c8908d702d134e117b58b785706977ccf2ab1,3,7,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
07-algorithms-b4,algorithms / data-structure reasoning,4,255,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,39ca05b160b26fb9d1a33cfa0188dc4ee43fe0da996d6e6956536fa7ac4b948f,4,7,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
07-algorithms-b5,algorithms / data-structure reasoning,5,281,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,7e71ce860913c03af733361d559b960ae8d4cdab50233d80da490ff3bb138fcd,5,7,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
07-algorithms-b6,algorithms / data-structure reasoning,6,324,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,fa0ff17e326be5e6fdd3c1e14b06fe6c632d8f2c6ff786119cc213d0b5d0876c,6,7,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
07-algorithms-b7,algorithms / data-structure reasoning,7,371,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,db1cf2bd2d8a2aaae0eb70304343c947f7df05963e6fcfb204852822ad4804d4,7,7,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
07-algorithms-b8,algorithms / data-structure reasoning,8,408,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,c5632e4182835102c60c9085f2ecdf676a1efcdc26f8d5069ce1b863525dd68a,8,7,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
08-summary-b1,summarization / synthesis,1,177,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,5021cdddc021651f0eff86789a93aa218211be0ec9b765fca2557058e1ff09b5,1,8,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
08-summary-b2,summarization / synthesis,2,211,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,05914c746434b45e5bf9b0e33c8973e7203043e044dd9fa5ddad6e9baa5721c8,2,8,"[""FAMILY_REPRESENTATIVE"",""STAGE_A_PRIMARY"",""STAGE_B_REPRESENTATIVE""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
08-summary-b3,summarization / synthesis,3,226,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,c85caaa2998c2827635a751c11c29590bdf8d0b714a0a69e5bb89c0784641b48,3,8,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
08-summary-b4,summarization / synthesis,4,247,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,f7b0ad75d28394526f6c9f354458adfecbb9291534f05d9e7eb2f1e7cebc2cf0,4,8,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
08-summary-b5,summarization / synthesis,5,294,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,340ac94ac58ff2a39d80b91cdd1798d58068e42dce1af43e02b19480dcfcef5b,5,8,"[""ADDITIONAL_LOW_HIT"",""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
08-summary-b6,summarization / synthesis,6,318,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,f0a06a0884d78a458595292bf1f6bb79d58e8516b09939e3226e94840af45397,6,8,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
08-summary-b7,summarization / synthesis,7,337,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,00df83e453bda0c59a80f37b552e57ca9e6601779ae384066b2579dc25cbf050,7,8,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
08-summary-b8,summarization / synthesis,8,412,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,48896f26c4063af512cfe5361cac37448be9510706918410f1632ee148d86011,8,8,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
09-extract-b1,structured extraction / transformation,1,183,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,091ada95e5085ddcfee7529a483f7c2dbe0c7cb8077dcd8b2cfab2453a5fce8d,1,9,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
09-extract-b2,structured extraction / transformation,2,235,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,af6c890dfa52960dcee7fd37e1e4263f2d283c9e22d2be40e881e3a9f97c4835,2,9,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
09-extract-b3,structured extraction / transformation,3,263,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,4fa0301f2ba5c9f3b193dcb9d18bd889540b270fa0905bed449f2f1e89bd0f72,3,9,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
09-extract-b4,structured extraction / transformation,4,286,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,54ae79a7ec1f1f1eb76cb1e467fbefa4fd8f358dac393f54eee7e73ae19bc02b,4,9,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
09-extract-b5,structured extraction / transformation,5,303,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,1602061bb02eba27406c8b534e0c37baf686ec2a9f15f7b82c73317513ae30e2,5,9,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
09-extract-b6,structured extraction / transformation,6,329,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,3a46e02eaa40111802c766e3b631a4f972885d58ee6b9eaa7dcf913dfc31dfbb,6,9,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
09-extract-b7,structured extraction / transformation,7,352,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,c88d863b1484f68044d055eccf80be1377a37463784bf599e4be35a4b9b00c27,7,9,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
09-extract-b8,structured extraction / transformation,8,393,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,8afa9c45d44f93f37bc5483f1e6509e1b090bbc758e22dd3418cdc9fc04b02e4,8,9,"[""FAMILY_REPRESENTATIVE"",""STAGE_A_PRIMARY"",""STAGE_B_REPRESENTATIVE""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
10-planning-b1,planning / constraint satisfaction,1,172,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,e78f2420325e15caa09c660cccad900d429831f1f3209c6e887e2f0e14d5d979,1,10,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
10-planning-b2,planning / constraint satisfaction,2,219,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,84929cdc112fb50d40be91c9f0f3a2f356c2d5d57083c993cd4a6682de6c20ec,2,10,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
10-planning-b3,planning / constraint satisfaction,3,229,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,fb41cdf78446c36ccce16ef4a0fabc4135cab4834c7d2f63325a1fd225a59e65,3,10,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
10-planning-b4,planning / constraint satisfaction,4,246,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,2c8f695d49e662d5a9794c556b3c3694b4c6a12a6c6328866d673c093e725059,4,10,"[""FAMILY_REPRESENTATIVE"",""STAGE_A_PRIMARY"",""STAGE_B_REPRESENTATIVE""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
10-planning-b5,planning / constraint satisfaction,5,294,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,ae0842569d171fd8ce589b231c8094a8a44a39550dca19406fe93e04c4655f44,5,10,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
10-planning-b6,planning / constraint satisfaction,6,329,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,5f1d6587331f625dfda1cc7a55436d47046fab1972f9dd04baa2079953ca64ad,6,10,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
10-planning-b7,planning / constraint satisfaction,7,348,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,6e24e315ed3c65dc9566ba828d42a15a117c19df2fda4beb0e63eedaa31dd66c,7,10,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
10-planning-b8,planning / constraint satisfaction,8,395,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,2ab64e623a4390c2abf0783c366ca5ed7a436401037bbbee8644f9a77df90782,8,10,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
11-instructions-b1,multi-step instruction following / structured response,1,168,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,97ce22cfe3df8889b0fafc2418d0e3d401c1221d1cfa9250cc8f92dc0b749668,1,11,"[""FAMILY_REPRESENTATIVE"",""STAGE_A_PRIMARY"",""STAGE_B_REPRESENTATIVE""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
11-instructions-b2,multi-step instruction following / structured response,2,197,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,dfc91826d68769d50c9e55136014c14dee8d4db2ebfd2908982442b09c50f010,2,11,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
11-instructions-b3,multi-step instruction following / structured response,3,229,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,3ae552fb0e217bdcdc4a72b2dd8b38e7af5e9c5a617571459c5f6776c67b9c45,3,11,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
11-instructions-b4,multi-step instruction following / structured response,4,277,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,ac50050f24712435755f6678ac37f8de5e169e50478746c05685d0815e34f950,4,11,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
11-instructions-b5,multi-step instruction following / structured response,5,282,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,ff569543b422eec0135b8cbec55c8ed83829447845a2d6b9dee9c77c7c660f01,5,11,"[""ADDITIONAL_LOW_HIT"",""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
11-instructions-b6,multi-step instruction following / structured response,6,313,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,346edcd6940fdcf9f23cd6a860766326b7dfc59f458fef1fee00aad750713159,6,11,"[""ADDITIONAL_LOW_HIT"",""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
11-instructions-b7,multi-step instruction following / structured response,7,344,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,f01f853df8b12d1f6f141853bb66db8a97ff06d3be110335c181bc9fda90e166,7,11,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
11-instructions-b8,multi-step instruction following / structured response,8,380,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,67219fb43399cb05fa7639dc6a0b8d3a1b4dcdb4a45d8e8297a3e89dad530a62,8,11,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
12-compare-b1,analytical comparison / argumentation,1,160,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,c3f3667cad2733ca00cd0918543f2bd34eb31c4e86d2f7edf5fb5c49bf6efc42,1,12,"[""FAMILY_REPRESENTATIVE"",""STAGE_A_PRIMARY"",""STAGE_B_REPRESENTATIVE""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
12-compare-b2,analytical comparison / argumentation,2,199,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,c0b82de8e9a0a7ad24970d134fbe76507c5d911996c7463f5d71b9a1318187bb,2,12,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
12-compare-b3,analytical comparison / argumentation,3,223,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,a8d9780b02da1d783a3ef957ec1808a2cb69a7d65b29a4101c90b074452dd5d1,3,12,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
12-compare-b4,analytical comparison / argumentation,4,261,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,db857957da291d1b5ec809fdfa89cc8e7e9a258d207ee9bdf91b9f145a91809a,4,12,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
12-compare-b5,analytical comparison / argumentation,5,296,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,9fb994b846aa010c1b7e21c97b9180d5e78e5dca2f16e8dc27d54e1761155e32,5,12,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
12-compare-b6,analytical comparison / argumentation,6,320,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,6679935987f8804265a2258e52dcb277334ef8023da5d7548b7697a8fcbd03e4,6,12,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
12-compare-b7,analytical comparison / argumentation,7,337,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,d561ecc52d7d7e5ac93de9621c79392ad6726453a27b4dfa0981360ee7db6c38,7,12,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
12-compare-b8,analytical comparison / argumentation,8,382,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,948b6413aaae5a1ed6d63564ffbcc2f78287b929cafca76b8e7c3297d5ddfc24,8,12,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
13-creative-b1,creative / language generation,1,161,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,36520276b2f83c42b83cb30ae660dc6e690f62035bd33ecc7474d477c23fbc24,1,13,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
13-creative-b2,creative / language generation,2,195,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,a6d74916148c894baba9a49e727aa6ba251cae80d61d7536e6de0b6d1dc87602,2,13,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
13-creative-b3,creative / language generation,3,221,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,48130a46b418b0fa611d2342f1fa86e0b98542afd0529f21698546e1700e17a5,3,13,"[""FAMILY_REPRESENTATIVE"",""STAGE_A_PRIMARY"",""STAGE_B_REPRESENTATIVE""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
13-creative-b4,creative / language generation,4,241,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,8ed312f94c38f1c9adb949e9bb2a61429838ef5d760c1d0baf40019ceed4bc4d,4,13,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
13-creative-b5,creative / language generation,5,281,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,1b682ce7c4a4bda62cf3a9ab2b61013e3f4fd750cd1e650d25b9269f37a69c3a,5,13,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
