case_id,semantic_family,length_level,templated_prompt_tokens,generated_token_count,generated_token_hash,sanity_label,sanity_reason,source_sha256,derivation_id,analysis_code_version,source_evidence_class,derived_evidence_class,protocol,authority_scope
10-planning-b3,planning / constraint satisfaction,3,229,64,3bd5d07fdbc69dd2,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
10-planning-b4,planning / constraint satisfaction,4,246,64,0bf5e975e873d54b,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
10-planning-b5,planning / constraint satisfaction,5,294,64,8c2496787ba5f960,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
10-planning-b6,planning / constraint satisfaction,6,329,64,a56c64e308b59211,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
10-planning-b7,planning / constraint satisfaction,7,348,64,0c204d9d3d44a95d,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
10-planning-b8,planning / constraint satisfaction,8,395,64,6e1384a38ca26972,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
11-instructions-b1,multi-step instruction following / structured response,1,168,64,ea578b5c12e725af,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
11-instructions-b2,multi-step instruction following / structured response,2,197,64,66d41b17eb70a538,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
11-instructions-b3,multi-step instruction following / structured response,3,229,64,d7cb5f386d3e7965,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
11-instructions-b4,multi-step instruction following / structured response,4,277,64,a3f4dad26087f063,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
11-instructions-b5,multi-step instruction following / structured response,5,282,64,03fd77d301fe8177,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
11-instructions-b6,multi-step instruction following / structured response,6,313,64,ca9689b02bc8dffc,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
11-instructions-b7,multi-step instruction following / structured response,7,344,64,7940653dd0adfec1,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
11-instructions-b8,multi-step instruction following / structured response,8,380,64,2e9703f4f85bb734,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
12-compare-b1,analytical comparison / argumentation,1,160,64,4818d66903208dad,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
12-compare-b2,analytical comparison / argumentation,2,199,64,671f62140656bd43,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
12-compare-b3,analytical comparison / argumentation,3,223,64,aef3b7310f25838e,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
12-compare-b4,analytical comparison / argumentation,4,261,64,0865d605c33980dc,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
12-compare-b5,analytical comparison / argumentation,5,296,64,6ce760a68134b3e2,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
12-compare-b6,analytical comparison / argumentation,6,320,64,4d993ec42f6617b6,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
12-compare-b7,analytical comparison / argumentation,7,337,64,3976071e996158dc,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
12-compare-b8,analytical comparison / argumentation,8,382,64,2e2f9244bda73adc,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
13-creative-b1,creative / language generation,1,161,64,db3b025057c691f7,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
13-creative-b2,creative / language generation,2,195,64,a8f1ea5f198fab6d,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
13-creative-b3,creative / language generation,3,221,64,5074ade0d143385e,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
13-creative-b4,creative / language generation,4,241,64,c8a60f03403a33d1,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
13-creative-b5,creative / language generation,5,281,64,3132ddf2ba4538ac,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
13-creative-b6,creative / language generation,6,329,64,f562b4e94423fed1,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
13-creative-b7,creative / language generation,7,349,64,219aa6a55000ec13,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
13-creative-b8,creative / language generation,8,381,64,7f80e3b6ab18fedb,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
14-qa-b1,conversational / direct QA,1,171,64,5f1932fa59df4a22,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
14-qa-b2,conversational / direct QA,2,191,64,b6b5b2bbcff83f03,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
14-qa-b3,conversational / direct QA,3,232,64,10608f59b4548a25,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
14-qa-b4,conversational / direct QA,4,268,64,34b0b109ebf3ea00,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
14-qa-b5,conversational / direct QA,5,293,64,0df8aba6d375d9b6,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
14-qa-b6,conversational / direct QA,6,320,64,bb405cd28de98e0b,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
14-qa-b7,conversational / direct QA,7,358,64,6d4b72ee677d50ef,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
14-qa-b8,conversational / direct QA,8,385,64,4eeb8db4d09632c9,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
15-spanish-b1,Spanish-language reasoning/explanation,1,208,64,8e55915a94082380,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
15-spanish-b2,Spanish-language reasoning/explanation,2,276,64,b9d963da8fa3fc2b,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
15-spanish-b3,Spanish-language reasoning/explanation,3,315,64,edbf0eb03fe96382,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
15-spanish-b4,Spanish-language reasoning/explanation,4,379,64,c3a737fa52ec3ab1,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
15-spanish-b5,Spanish-language reasoning/explanation,5,416,64,da68622f58babd78,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
15-spanish-b6,Spanish-language reasoning/explanation,6,440,64,9aa1ecc0fab00804,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
15-spanish-b7,Spanish-language reasoning/explanation,7,508,64,ee78d550514b9590,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
15-spanish-b8,Spanish-language reasoning/explanation,8,599,64,b65396ccb96785e9,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
16-multi-b1,multilingual / translation / cross-language transformation,1,169,64,20e116a88f901556,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
16-multi-b2,multilingual / translation / cross-language transformation,2,217,64,074e7131dd260d2b,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
16-multi-b3,multilingual / translation / cross-language transformation,3,246,64,a4bd1f05994db839,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
16-multi-b4,multilingual / translation / cross-language transformation,4,258,64,4f580a2d6c3a7dc7,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
16-multi-b5,multilingual / translation / cross-language transformation,5,301,64,b67d61e9bb5828f2,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
16-multi-b6,multilingual / translation / cross-language transformation,6,338,64,6cb5f9ea606c9996,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
16-multi-b7,multilingual / translation / cross-language transformation,7,366,64,315308f22f78ed72,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
16-multi-b8,multilingual / translation / cross-language transformation,8,404,64,cbd505a72b871ca1,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
